2.30600000000000e+003	1.57500000000000e+003
2.32100000000000e+003	1.58600000000000e+003
2.33700000000000e+003	1.58600000000000e+003
2.35300000000000e+003	1.58500000000000e+003
2.36800000000000e+003	1.58300000000000e+003
2.38500000000000e+003	1.58300000000000e+003
2.40000000000000e+003	1.58300000000000e+003
2.41600000000000e+003	1.58300000000000e+003
2.43200000000000e+003	1.58300000000000e+003
2.44800000000000e+003	1.58300000000000e+003
2.46300000000000e+003	1.58100000000000e+003
2.47900000000000e+003	1.57800000000000e+003
2.49500000000000e+003	1.57400000000000e+003
2.51100000000000e+003	1.57400000000000e+003
2.52700000000000e+003	1.57300000000000e+003
2.54200000000000e+003	1.57300000000000e+003
2.55800000000000e+003	1.57200000000000e+003
2.57300000000000e+003	1.57100000000000e+003
2.58900000000000e+003	1.56900000000000e+003
2.60500000000000e+003	1.56900000000000e+003
2.62100000000000e+003	1.56800000000000e+003
2.63700000000000e+003	1.56800000000000e+003
2.65300000000000e+003	1.56900000000000e+003
2.66800000000000e+003	1.57000000000000e+003
2.68300000000000e+003	1.57100000000000e+003
2.70000000000000e+003	1.57000000000000e+003
2.71600000000000e+003	1.57000000000000e+003
2.73200000000000e+003	1.57000000000000e+003
2.74800000000000e+003	1.57000000000000e+003
2.76300000000000e+003	1.57000000000000e+003
2.77900000000000e+003	1.57000000000000e+003
2.79500000000000e+003	1.57000000000000e+003
2.81000000000000e+003	1.57100000000000e+003
2.29000000000000e+003	1.57500000000000e+003
2.27500000000000e+003	1.57500000000000e+003
2.25900000000000e+003	1.57500000000000e+003
2.24300000000000e+003	1.57500000000000e+003
2.22700000000000e+003	1.57500000000000e+003
2.21100000000000e+003	1.57300000000000e+003
2.19500000000000e+003	1.57400000000000e+003
2.18000000000000e+003	1.57400000000000e+003
2.16300000000000e+003	1.57400000000000e+003
2.14700000000000e+003	1.57200000000000e+003
2.13200000000000e+003	1.57200000000000e+003
2.11600000000000e+003	1.57100000000000e+003
2.10000000000000e+003	1.57100000000000e+003
2.08500000000000e+003	1.57200000000000e+003
2.06900000000000e+003	1.57200000000000e+003
2.05300000000000e+003	1.57200000000000e+003
2.03800000000000e+003	1.57200000000000e+003
2.02100000000000e+003	1.57400000000000e+003
2.00600000000000e+003	1.57400000000000e+003
1.98900000000000e+003	1.57300000000000e+003
1.97500000000000e+003	1.57300000000000e+003
1.95800000000000e+003	1.57300000000000e+003
1.94200000000000e+003	1.56800000000000e+003
1.92700000000000e+003	1.56500000000000e+003
1.91100000000000e+003	1.56500000000000e+003
1.89500000000000e+003	1.56500000000000e+003
1.88000000000000e+003	1.56500000000000e+003
1.86300000000000e+003	1.56200000000000e+003
1.84800000000000e+003	1.56400000000000e+003
1.83100000000000e+003	1.56300000000000e+003
1.81700000000000e+003	1.56200000000000e+003
1.80100000000000e+003	1.56200000000000e+003
1.78500000000000e+003	1.56300000000000e+003
