2.57800000000000e+003	6.03000000000000e+002
2.53500000000000e+003	6.00000000000000e+002
2.64500000000000e+003	6.20000000000000e+002
2.69500000000000e+003	6.40000000000000e+002
2.74100000000000e+003	6.66000000000000e+002
2.78500000000000e+003	7.03000000000000e+002
2.84100000000000e+003	7.50000000000000e+002
2.89100000000000e+003	8.00000000000000e+002
2.93800000000000e+003	8.50000000000000e+002
2.98100000000000e+003	9.03000000000000e+002
3.02100000000000e+003	9.56000000000000e+002
3.05100000000000e+003	9.90000000000000e+002
3.08800000000000e+003	1.06300000000000e+003
3.11500000000000e+003	1.11300000000000e+003
3.13100000000000e+003	1.17000000000000e+003
3.15500000000000e+003	1.22600000000000e+003
3.16800000000000e+003	1.30000000000000e+003
3.17500000000000e+003	1.35600000000000e+003
3.17500000000000e+003	1.42000000000000e+003
3.17100000000000e+003	1.46600000000000e+003
3.16800000000000e+003	1.52000000000000e+003
3.16100000000000e+003	1.55600000000000e+003
3.15100000000000e+003	1.60300000000000e+003
3.13800000000000e+003	1.63600000000000e+003
3.12500000000000e+003	1.67600000000000e+003
3.11100000000000e+003	1.71000000000000e+003
3.10100000000000e+003	1.75000000000000e+003
3.08500000000000e+003	1.77600000000000e+003
3.06800000000000e+003	1.80000000000000e+003
3.05100000000000e+003	1.83300000000000e+003
3.03100000000000e+003	1.87000000000000e+003
3.00500000000000e+003	1.90000000000000e+003
2.99500000000000e+003	1.93300000000000e+003
2.97100000000000e+003	1.96000000000000e+003
2.94500000000000e+003	1.99000000000000e+003
2.91800000000000e+003	2.02000000000000e+003
2.89100000000000e+003	2.04600000000000e+003
2.86100000000000e+003	2.07300000000000e+003
2.83100000000000e+003	2.10300000000000e+003
2.80500000000000e+003	2.11600000000000e+003
2.77100000000000e+003	2.14000000000000e+003
2.74100000000000e+003	2.17000000000000e+003
2.71100000000000e+003	2.18000000000000e+003
2.66800000000000e+003	2.21000000000000e+003
2.62800000000000e+003	2.23000000000000e+003
2.57500000000000e+003	2.23600000000000e+003
2.51100000000000e+003	2.25600000000000e+003
2.47100000000000e+003	2.26000000000000e+003
2.43100000000000e+003	2.26600000000000e+003
2.37800000000000e+003	2.27600000000000e+003
2.31800000000000e+003	2.28000000000000e+003
2.27100000000000e+003	2.28000000000000e+003
2.22500000000000e+003	2.27600000000000e+003
2.17500000000000e+003	2.27600000000000e+003
2.12500000000000e+003	2.27000000000000e+003
2.08100000000000e+003	2.25300000000000e+003
2.03500000000000e+003	2.23600000000000e+003
1.98800000000000e+003	2.22000000000000e+003
1.94800000000000e+003	2.20600000000000e+003
1.90500000000000e+003	2.18000000000000e+003
1.87500000000000e+003	2.16000000000000e+003
1.83100000000000e+003	2.13600000000000e+003
1.80500000000000e+003	2.11000000000000e+003
1.78500000000000e+003	2.09300000000000e+003
1.76100000000000e+003	2.07000000000000e+003
1.72800000000000e+003	2.04300000000000e+003
1.69500000000000e+003	2.01600000000000e+003
1.66800000000000e+003	1.99300000000000e+003
1.64800000000000e+003	1.96300000000000e+003
1.61800000000000e+003	1.91600000000000e+003
1.59100000000000e+003	1.88600000000000e+003
1.57500000000000e+003	1.83600000000000e+003
1.56100000000000e+003	1.80600000000000e+003
1.54800000000000e+003	1.77000000000000e+003
1.52100000000000e+003	1.71600000000000e+003
1.50500000000000e+003	1.68600000000000e+003
1.49500000000000e+003	1.65000000000000e+003
1.48500000000000e+003	1.59300000000000e+003
1.47800000000000e+003	1.56000000000000e+003
1.47800000000000e+003	1.49000000000000e+003
1.47800000000000e+003	1.43600000000000e+003
1.48100000000000e+003	1.38300000000000e+003
1.49500000000000e+003	1.31000000000000e+003
1.51100000000000e+003	1.27000000000000e+003
1.52100000000000e+003	1.21600000000000e+003
1.55500000000000e+003	1.15600000000000e+003
1.57500000000000e+003	1.10600000000000e+003
1.57500000000000e+003	1.07300000000000e+003
1.62500000000000e+003	1.01300000000000e+003
1.65500000000000e+003	9.80000000000000e+002
1.69500000000000e+003	9.23000000000000e+002
1.75500000000000e+003	8.66000000000000e+002
1.81500000000000e+003	8.36000000000000e+002
1.87500000000000e+003	8.00000000000000e+002
1.91800000000000e+003	7.60000000000000e+002
1.98500000000000e+003	7.36000000000000e+002
2.04500000000000e+003	7.10000000000000e+002
2.14100000000000e+003	6.66000000000000e+002
